1,1,1475.6,459.0,261.9,426.6,-1,-1,-1,-1
2,4,1198.8,499.2,222.8,381.0,-1,-1,-1,-1
2,1,1472.8,438.4,264.6,447.2,-1,-1,-1,-1
3,1,1471.5,424.9,267.3,459.3,-1,-1,-1,-1
3,5,837.0,374.6,247.1,517.7,-1,-1,-1,-1
3,4,1197.5,484.6,201.1,396.9,-1,-1,-1,-1
4,5,836.3,362.8,241.6,514.7,-1,-1,-1,-1
4,4,1198.1,476.6,166.1,396.2,-1,-1,-1,-1
4,1,1474.2,415.5,229.5,464.7,-1,-1,-1,-1
5,1,1475.6,405.0,218.7,465.1,-1,-1,-1,-1
5,4,1197.5,469.1,167.4,390.8,-1,-1,-1,-1
5,5,815.4,356.4,248.4,514.3,-1,-1,-1,-1
6,4,1208.9,465.1,151.2,387.5,-1,-1,-1,-1
6,1,1476.9,401.6,216.0,445.5,-1,-1,-1,-1
6,5,821.5,357.8,228.1,507.6,-1,-1,-1,-1
7,4,1204.9,463.4,152.6,383.1,-1,-1,-1,-1
7,5,819.5,354.4,224.1,508.3,-1,-1,-1,-1
7,1,1471.5,396.9,210.6,431.3,-1,-1,-1,-1
8,5,795.2,351.0,234.9,533.2,-1,-1,-1,-1
8,4,1188.7,512.3,149.8,337.5,-1,-1,-1,-1
8,1,1475.6,395.6,186.3,430.0,-1,-1,-1,-1
9,4,1179.2,517.0,162.0,347.6,-1,-1,-1,-1
9,5,816.1,350.7,206.5,532.2,-1,-1,-1,-1
9,1,1475.6,398.2,175.5,442.8,-1,-1,-1,-1
10,4,1163.0,479.9,189.0,396.9,-1,-1,-1,-1
10,5,814.0,361.8,197.1,529.2,-1,-1,-1,-1
10,1,1472.8,413.1,167.4,463.1,-1,-1,-1,-1
11,5,805.3,374.0,197.1,524.5,-1,-1,-1,-1
11,1,1471.5,421.2,167.4,454.3,-1,-1,-1,-1
11,4,1159.7,487.0,248.4,389.1,-1,-1,-1,-1
12,5,688.2,417.8,409.4,493.4,-1,-1,-1,-1
12,1,1408.1,442.8,326.7,433.4,-1,-1,-1,-1
12,4,1184.0,503.2,243.0,366.2,-1,-1,-1,-1
13,5,678.4,442.8,403.7,470.5,-1,-1,-1,-1
13,1,1375.7,459.0,364.5,419.2,-1,-1,-1,-1
13,4,1154.2,513.3,272.7,361.5,-1,-1,-1,-1
14,5,673.7,464.1,421.2,449.9,-1,-1,-1,-1
14,1,1380.4,482.6,369.2,397.6,-1,-1,-1,-1
14,11,408.4,468.8,334.1,441.1,-1,-1,-1,-1
14,4,1145.5,529.5,277.4,345.3,-1,-1,-1,-1
14,10,1026.0,450.9,314.6,446.9,-1,-1,-1,-1
15,1,1387.8,487.0,369.9,394.5,-1,-1,-1,-1
15,10,1027.3,464.4,326.7,431.3,-1,-1,-1,-1
15,11,409.1,470.5,340.9,439.4,-1,-1,-1,-1
15,4,1144.1,535.3,288.2,340.2,-1,-1,-1,-1
15,5,681.8,459.3,426.6,453.3,-1,-1,-1,-1
16,10,1032.1,452.9,332.1,442.1,-1,-1,-1,-1
16,4,1151.6,534.6,272.7,340.2,-1,-1,-1,-1
16,11,417.1,459.0,323.3,451.6,-1,-1,-1,-1
16,1,1420.2,473.5,345.6,408.0,-1,-1,-1,-1
16,5,671.3,433.0,435.7,479.6,-1,-1,-1,-1
17,1,1433.7,460.4,332.1,423.2,-1,-1,-1,-1
17,10,1037.5,434.7,329.4,462.4,-1,-1,-1,-1
17,4,1167.8,525.8,251.1,351.0,-1,-1,-1,-1
17,11,420.5,446.9,320.0,462.4,-1,-1,-1,-1
17,5,678.4,415.5,425.2,493.1,-1,-1,-1,-1
18,11,421.9,431.7,356.4,476.9,-1,-1,-1,-1
18,1,1445.8,433.4,310.5,451.6,-1,-1,-1,-1
18,4,1169.1,505.2,283.5,375.0,-1,-1,-1,-1
18,10,1063.8,402.0,291.6,495.8,-1,-1,-1,-1
18,5,708.8,394.2,388.8,519.8,-1,-1,-1,-1
19,4,1165.1,495.5,282.2,376.7,-1,-1,-1,-1
19,10,1073.9,392.2,299.7,504.9,-1,-1,-1,-1
19,11,418.5,428.6,371.9,480.6,-1,-1,-1,-1
19,1,1420.2,423.2,345.6,461.7,-1,-1,-1,-1
19,5,701.3,385.8,383.4,526.8,-1,-1,-1,-1
20,5,707.4,374.3,413.1,534.3,-1,-1,-1,-1
20,10,1084.1,383.4,357.8,514.3,-1,-1,-1,-1
20,1,1424.2,417.1,351.0,467.1,-1,-1,-1,-1
20,11,425.6,424.6,361.5,486.7,-1,-1,-1,-1
20,4,1228.5,499.5,148.5,375.3,-1,-1,-1,-1
