1,1,526.8,394.5,210.9,493.8,-1,-1,-1,-1
1,5,1120.5,397.6,199.8,464.4,-1,-1,-1,-1
1,2,911.9,385.4,260.5,515.7,-1,-1,-1,-1
1,4,776.2,415.1,199.8,438.1,-1,-1,-1,-1
1,3,354.4,443.5,115.4,403.6,-1,-1,-1,-1
2,1,526.8,394.2,211.6,493.4,-1,-1,-1,-1
2,5,1120.5,395.6,194.4,467.1,-1,-1,-1,-1
2,2,911.2,386.8,256.5,513.7,-1,-1,-1,-1
2,4,776.9,415.8,199.8,437.4,-1,-1,-1,-1
2,3,354.4,443.8,114.8,404.0,-1,-1,-1,-1
3,5,1121.2,392.9,187.7,469.8,-1,-1,-1,-1
3,2,909.9,387.5,249.8,513.0,-1,-1,-1,-1
3,4,778.3,415.5,197.1,437.7,-1,-1,-1,-1
3,1,527.2,393.9,211.3,493.1,-1,-1,-1,-1
3,3,356.4,443.8,113.4,404.0,-1,-1,-1,-1
4,3,360.5,442.8,111.4,404.3,-1,-1,-1,-1
4,1,528.9,394.9,210.9,492.1,-1,-1,-1,-1
4,5,1123.9,389.5,187.7,473.2,-1,-1,-1,-1
4,4,783.0,416.5,189.0,436.7,-1,-1,-1,-1
4,2,896.4,384.8,243.0,515.7,-1,-1,-1,-1
5,2,892.4,394.9,228.1,507.6,-1,-1,-1,-1
5,3,362.5,442.1,106.6,406.4,-1,-1,-1,-1
5,1,529.9,396.6,209.9,491.7,-1,-1,-1,-1
5,5,1115.1,387.8,195.8,474.9,-1,-1,-1,-1
5,4,786.4,419.9,183.6,432.7,-1,-1,-1,-1
6,4,785.7,424.2,182.2,429.0,-1,-1,-1,-1
6,3,358.4,450.2,111.4,396.9,-1,-1,-1,-1
6,2,897.8,414.1,216.0,489.0,-1,-1,-1,-1
6,1,529.2,401.3,210.6,487.0,-1,-1,-1,-1
6,5,1104.3,390.5,206.5,472.2,-1,-1,-1,-1
7,2,894.4,433.7,221.4,469.5,-1,-1,-1,-1
7,5,1103.0,397.6,207.9,465.1,-1,-1,-1,-1
7,4,786.4,430.6,186.3,422.6,-1,-1,-1,-1
7,1,528.9,400.6,210.3,489.0,-1,-1,-1,-1
7,3,352.0,459.7,124.2,387.4,-1,-1,-1,-1
8,3,347.6,470.5,133.0,378.7,-1,-1,-1,-1
8,4,789.8,443.5,179.5,409.1,-1,-1,-1,-1
8,1,528.2,405.7,209.6,482.6,-1,-1,-1,-1
8,2,896.4,457.0,221.4,445.5,-1,-1,-1,-1
8,5,1076.0,407.0,238.9,455.6,-1,-1,-1,-1
9,5,1105.0,412.8,213.3,449.9,-1,-1,-1,-1
9,4,793.8,446.5,178.2,409.4,-1,-1,-1,-1
9,2,910.6,499.5,207.9,403.7,-1,-1,-1,-1
9,3,347.6,476.6,134.3,371.9,-1,-1,-1,-1
9,1,528.5,413.8,214.0,475.9,-1,-1,-1,-1
10,1,528.2,422.6,220.4,467.1,-1,-1,-1,-1
10,2,913.3,511.6,211.9,391.5,-1,-1,-1,-1
10,5,1112.4,417.8,205.2,444.8,-1,-1,-1,-1
10,3,347.6,477.9,133.6,371.3,-1,-1,-1,-1
10,4,791.1,459.0,182.2,395.5,-1,-1,-1,-1
11,1,527.5,423.9,225.8,466.4,-1,-1,-1,-1
11,2,909.9,467.1,189.0,436.7,-1,-1,-1,-1
11,5,1118.5,417.8,199.8,446.2,-1,-1,-1,-1
11,3,350.0,472.8,128.9,376.3,-1,-1,-1,-1
11,4,789.8,465.1,185.0,389.5,-1,-1,-1,-1
12,4,789.8,463.7,190.4,391.5,-1,-1,-1,-1
12,3,353.4,466.1,128.9,383.1,-1,-1,-1,-1
12,2,895.7,452.9,239.0,451.6,-1,-1,-1,-1
12,1,527.2,424.9,223.4,466.1,-1,-1,-1,-1
12,5,1121.8,415.8,195.8,448.2,-1,-1,-1,-1
13,3,363.5,459.7,118.8,391.5,-1,-1,-1,-1
13,6,1225.1,425.2,162.7,379.4,-1,-1,-1,-1
13,4,795.2,457.6,172.8,397.6,-1,-1,-1,-1
13,5,1123.9,414.5,193.1,450.2,-1,-1,-1,-1
13,1,527.2,416.5,217.4,473.9,-1,-1,-1,-1
13,2,889.7,440.1,252.4,465.1,-1,-1,-1,-1
14,6,1226.5,424.6,165.4,380.7,-1,-1,-1,-1
14,4,801.2,450.9,172.8,405.0,-1,-1,-1,-1
14,5,1122.5,413.1,194.4,452.3,-1,-1,-1,-1
14,3,366.2,456.3,110.0,394.9,-1,-1,-1,-1
14,1,528.9,409.7,208.2,481.3,-1,-1,-1,-1
14,2,882.9,429.6,253.8,476.2,-1,-1,-1,-1
15,6,1225.8,423.2,160.7,383.4,-1,-1,-1,-1
15,4,812.0,448.2,160.6,407.0,-1,-1,-1,-1
15,5,1121.8,410.4,201.2,454.3,-1,-1,-1,-1
15,2,876.8,418.5,240.3,486.7,-1,-1,-1,-1
15,1,530.5,414.1,210.6,476.9,-1,-1,-1,-1
15,3,365.2,454.3,107.3,397.6,-1,-1,-1,-1
16,4,823.5,446.5,145.8,409.4,-1,-1,-1,-1
