1,1,565.0,458.7,210.6,286.5,-1,-1,-1,-1
1,6,232.9,473.9,180.6,272.7,-1,-1,-1,-1
1,4,802.6,404.3,309.1,351.0,-1,-1,-1,-1
1,7,1297.3,458.0,189.0,282.5,-1,-1,-1,-1
1,3,255.8,414.5,251.8,342.9,-1,-1,-1,-1
1,2,1319.6,416.1,247.7,332.4,-1,-1,-1,-1
1,5,941.0,463.4,252.5,280.5,-1,-1,-1,-1
2,7,1296.7,449.6,188.3,290.2,-1,-1,-1,-1
2,2,1322.3,406.0,242.3,342.6,-1,-1,-1,-1
2,5,934.2,461.7,259.2,281.5,-1,-1,-1,-1
2,6,229.5,468.5,183.9,278.1,-1,-1,-1,-1
2,1,564.0,451.2,216.3,294.0,-1,-1,-1,-1
2,3,257.5,409.7,249.8,346.3,-1,-1,-1,-1
2,4,803.9,405.7,293.0,349.0,-1,-1,-1,-1
3,2,1325.7,400.3,234.9,348.3,-1,-1,-1,-1
3,4,803.2,409.1,274.1,344.2,-1,-1,-1,-1
3,6,231.7,462.4,181.4,284.2,-1,-1,-1,-1
3,7,1297.3,447.2,186.3,292.6,-1,-1,-1,-1
3,5,940.3,459.0,253.8,283.5,-1,-1,-1,-1
3,1,563.0,447.2,213.3,298.0,-1,-1,-1,-1
3,3,255.2,409.1,251.8,347.6,-1,-1,-1,-1
4,6,233.2,459.0,178.9,284.9,-1,-1,-1,-1
4,4,801.9,407.0,291.6,347.0,-1,-1,-1,-1
4,7,1294.0,438.4,188.3,300.7,-1,-1,-1,-1
4,2,1322.3,398.2,235.6,349.7,-1,-1,-1,-1
4,5,935.5,457.0,257.9,285.5,-1,-1,-1,-1
4,3,258.5,409.7,248.4,346.9,-1,-1,-1,-1
4,1,561.6,444.1,214.0,300.4,-1,-1,-1,-1
5,1,559.2,442.1,224.4,301.7,-1,-1,-1,-1
5,7,1294.0,438.8,187.0,299.7,-1,-1,-1,-1
5,2,1322.3,395.6,232.9,352.4,-1,-1,-1,-1
5,4,799.2,401.0,311.9,351.7,-1,-1,-1,-1
5,6,234.9,453.9,178.2,289.9,-1,-1,-1,-1
5,5,928.8,455.6,263.3,286.9,-1,-1,-1,-1
5,3,255.7,408.4,250.6,347.6,-1,-1,-1,-1
6,1,557.5,439.4,226.1,304.4,-1,-1,-1,-1
6,2,1316.9,387.5,235.6,360.5,-1,-1,-1,-1
6,6,231.7,450.2,180.7,292.3,-1,-1,-1,-1
6,7,1290.6,436.7,189.0,301.1,-1,-1,-1,-1
6,3,251.4,405.7,253.1,349.6,-1,-1,-1,-1
6,4,797.9,396.2,329.4,357.1,-1,-1,-1,-1
6,5,932.2,451.9,256.5,287.9,-1,-1,-1,-1
7,3,250.8,398.2,252.4,355.7,-1,-1,-1,-1
7,6,227.1,441.1,182.3,302.1,-1,-1,-1,-1
7,2,1307.5,378.7,242.3,368.6,-1,-1,-1,-1
7,4,793.8,393.2,334.8,360.1,-1,-1,-1,-1
7,7,1285.2,435.7,190.3,301.4,-1,-1,-1,-1
7,5,936.9,445.5,247.1,294.3,-1,-1,-1,-1
7,1,554.9,437.4,215.3,305.8,-1,-1,-1,-1
8,2,1300.7,374.6,250.4,373.3,-1,-1,-1,-1
8,4,790.4,392.5,334.8,360.8,-1,-1,-1,-1
8,1,553.5,437.4,212.0,306.5,-1,-1,-1,-1
8,6,224.1,440.8,186.3,303.1,-1,-1,-1,-1
8,5,930.8,438.1,249.8,302.4,-1,-1,-1,-1
8,3,251.9,392.9,255.7,362.5,-1,-1,-1,-1
8,7,1281.2,425.9,193.1,313.2,-1,-1,-1,-1
9,6,221.6,436.4,186.8,308.1,-1,-1,-1,-1
9,1,551.8,438.4,211.6,306.8,-1,-1,-1,-1
9,3,252.1,393.2,265.3,361.5,-1,-1,-1,-1
9,4,787.0,392.2,334.8,361.1,-1,-1,-1,-1
9,2,1294.7,375.3,253.8,371.9,-1,-1,-1,-1
9,5,926.8,435.4,252.4,305.1,-1,-1,-1,-1
9,7,1277.1,434.7,193.1,305.1,-1,-1,-1,-1
10,7,1271.0,435.7,197.8,304.8,-1,-1,-1,-1
10,6,220.7,438.1,184.3,308.5,-1,-1,-1,-1
10,4,779.0,390.8,338.9,363.2,-1,-1,-1,-1
10,5,926.1,434.0,251.1,307.1,-1,-1,-1,-1
10,1,549.8,439.4,210.9,305.1,-1,-1,-1,-1
10,2,1292.0,376.6,253.8,370.6,-1,-1,-1,-1
10,3,247.6,393.2,266.8,362.8,-1,-1,-1,-1
11,3,247.1,392.2,266.0,362.5,-1,-1,-1,-1
11,6,218.0,439.4,186.6,306.4,-1,-1,-1,-1
11,5,922.0,432.7,256.5,307.8,-1,-1,-1,-1
11,2,1296.7,377.3,246.4,370.6,-1,-1,-1,-1
11,4,772.2,391.2,347.0,360.8,-1,-1,-1,-1
11,7,1265.6,440.4,203.2,300.0,-1,-1,-1,-1
11,1,548.8,440.1,209.2,304.4,-1,-1,-1,-1
12,1,550.1,444.1,207.9,299.0,-1,-1,-1,-1
12,6,214.7,449.9,186.3,294.0,-1,-1,-1,-1
